date,prcp,tmean,tmin,tmax,airp,relh,srad,wspd
2020-09-29,0.0,13.9395,5.1574,24.0541,96.84368,51.19,229.58,1.76
2020-09-30,0.0,18.6061,13.0029,23.2925,96.46041,34.26,224.59,2.77
2020-10-01,0.0,13.1492,7.6445,19.288,97.4472,40.37,231.02,2.15
2020-10-02,0.0,12.2776,5.3304,20.0474,97.39984,46.14,214.79,1.58
2020-10-03,0.0,13.505,8.9098,17.6403,96.71548,55.68,215.68,3.24
2020-10-04,0.0,11.8726,5.5107,19.4162,97.44176,65.79,214.78,1.32
2020-10-05,0.2,16.1101,10.0062,25.8379,96.84842,50.1,195.15,4.98
2020-10-06,0.0,19.1574,11.7691,28.4102,96.67061,52.99,210.93,1.9
2020-10-07,0.0,22.8025,14.9674,32.7963,96.56351,51.19,196.81,2.52
2020-10-08,0.0,22.7472,14.9952,30.8933,96.70715,57.37,196.3,2.43
2020-10-09,0.0,22.6397,17.6487,28.6171,96.22818,58.77,188.2,5.65
2020-10-10,0.0,21.5268,16.1696,28.3607,96.15368,74.29,176.76,2.72
2020-10-11,0.0,22.5034,16.8009,30.068,95.85943,68.28,193.86,4.61
2020-10-12,0.13,17.1806,8.5825,27.1703,96.29275,48.18,209.18,3.19
2020-10-13,0.0,17.4449,11.5347,23.81,96.8067,31.64,198.67,3.43
2020-10-14,0.0,19.6885,15.7715,26.133,96.07758,37.23,188.05,4.34
2020-10-15,0.0,13.2342,9.114,21.1234,96.95722,37.68,185.43,2.77
2020-10-16,0.0,9.4438,1.9466,16.2853,97.58782,36.76,171.12,1.36
2020-10-17,0.31,14.7084,11.2967,20.131,96.27653,35.43,135.85,6.3
2020-10-18,0.0,8.4826,3.1351,18.5564,96.94493,58.27,68.85,3.85
2020-10-19,0.0,5.5064,3.7673,7.5992,97.18582,51.71,63.97,2.91
2020-10-20,0.0,6.6314,3.9648,10.9633,96.85148,74.49,61.63,1.44
2020-10-21,0.0,7.0291,3.3218,9.752,96.88758,91.8,32.99,1.55
2020-10-22,0.0,15.6451,7.7812,27.9847,96.10269,67.0629083094556,98.36,5.05
2020-10-23,2.68,3.7125,1.8382,7.7991,97.28303,80.76,65.16,4.32
2020-10-24,0.0,1.5342,0.2754,3.1134,97.47397,72.75,41.39,2.07
2020-10-25,0.0,1.381,-0.6957,2.9402,97.13788,88.03,14.61,2.65
2020-10-26,1.75,-3.376,-5.6881,-0.6018,97.76013,82.81,39.33,3.65
2020-10-27,1.23,-1.9374,-3.3608,1.574,97.71026,65.36,61.24,1.46
2020-10-28,0.0,2.202,-1.6406,7.2105,96.88851,63.73,66.18,1.28
2020-10-29,0.0,6.4524,2.1413,9.4205,96.74021,55.03,168.03,3.55
2020-10-30,0.0,9.606,3.7397,21.2307,97.15832,51.74,166.75,2.3
2020-10-31,0.0,14.1086,10.217,19.5076,96.69796,46.71,163.1,5.52
2020-11-01,0.0,8.7562,2.0594,17.0039,98.01782,40.0,166.3,1.73
2020-11-02,0.07,10.5192,3.8528,20.8745,97.85575,35.12,156.82,3.16
2020-11-03,0.0,15.714,8.738,26.8955,96.96789,52.54,158.77,3.54
2020-11-04,0.0,16.982,12.0823,22.5951,96.68273,46.04,110.61,4.77
2020-11-05,0.0,15.2692,9.1825,22.8694,97.01745,57.13,139.7,2.63
2020-11-06,0.0,17.077,11.2616,22.5843,96.94741,65.56,149.72,3.55
2020-11-07,0.05,17.6435,12.7802,23.5143,96.56232,68.81,147.4,6.45
2020-11-08,0.0,17.7662,13.7686,23.7599,96.25747,67.84,114.06,6.64
2020-11-09,0.0,18.7146,16.5367,21.6337,96.10406,78.17,37.48,6.68
2020-11-10,14.5,3.6064,0.7215,19.7364,96.02771,86.41,53.45,3.29
2020-11-11,0.32,3.8116,-1.567,14.2228,96.73886,66.81,146.05,1.67
2020-11-12,0.0,7.1892,3.0093,13.4394,96.72521,57.91,134.83,2.67
2020-11-13,0.0,0.4586,-6.7751,9.5517,97.38305,64.62,141.05,2.18
2020-11-14,0.01,11.2509,3.0703,19.5282,95.58584,56.98,129.58,5.16
2020-11-15,0.0,7.8506,2.1372,14.7693,96.51953,42.6,132.36,4.19
2020-11-16,0.0,9.4985,4.8398,18.2749,97.22295,31.72,137.61,3.24
2020-11-17,0.0,11.9773,4.2797,17.7474,97.94121,31.75,134.68,2.28
2020-11-18,0.0,14.7343,10.1965,22.2262,96.9677,36.35,120.77,8.35
2020-11-19,0.0,17.8285,14.6166,22.3253,96.25411,44.97,126.72,7.37
2020-11-20,0.0,13.3674,6.9014,19.2271,97.2939,62.33,124.95,2.95
2020-11-21,0.6,7.5306,4.9564,11.9361,97.97152,60.15,28.88,3.37
2020-11-22,0.83,6.4444,3.5844,12.5341,97.73972,73.08,131.9,1.88
2020-11-23,5.3,5.1039,2.1558,9.246,97.43263,63.72,11.34,2.15
2020-11-24,1.22,10.1336,5.9621,13.0566,96.04952,79.78,19.86,4.5
2020-11-25,28.16,3.7423,0.8932,10.8941,96.04468,92.99,40.98,3.32
2020-11-26,0.0,5.2333,-0.0768,14.8756,96.5122,69.29,115.88,2.35
2020-11-27,0.0,4.8645,-0.2094,10.9538,97.20751,72.15,121.98,2.02
2020-11-28,0.0,6.1854,-0.1791,13.145,97.33721,52.65,124.19,2.5
2020-11-29,0.28,5.5199,2.1572,8.3375,97.07366,58.16,101.62,4.37
2020-11-30,0.0,-1.4123,-7.7088,5.0377,97.68717,55.63,128.1,2.32
2020-12-01,0.0,1.5026,-5.6478,9.3375,96.67951,49.78,119.78,2.45
2020-12-02,0.0,2.815,-2.1878,8.7632,97.21236,58.7,95.37,2.17
2020-12-03,0.0,0.6963,-3.3748,6.577,97.4696,70.69,107.52,2.03
2020-12-04,0.0,1.6204,-3.4181,12.6015,96.95662,65.59,86.68,1.92
2020-12-05,0.0,5.2637,0.2084,9.5298,97.13962,56.14,116.66,1.85
2020-12-06,0.0,3.5883,-0.0037,7.924,97.06985,67.22,116.44,1.42
2020-12-07,0.0,3.6111,-1.828,13.0205,97.02534,70.46,118.57,1.77
2020-12-08,0.0,6.7304,-0.2547,15.0192,96.99577,43.64,115.59,1.7
2020-12-09,0.0,10.9127,3.3825,19.9453,96.68056,34.47,112.94,1.7
2020-12-10,0.0,11.9476,4.713,18.4448,96.29442,42.01,111.39,1.59
2020-12-11,4.75,4.2642,2.3732,10.8135,96.05042,71.93,26.05,2.75
2020-12-12,0.0,0.3282,-0.7871,2.515,96.38204,91.71,26.99,2.6
2020-12-13,0.0,-2.0066,-5.1394,1.5412,97.27236,83.33,97.54,1.88
2020-12-14,2.72,-3.8224,-8.286,2.908,97.55444,83.62,112.66,1.35
2020-12-15,0.15,-3.9925,-5.7773,-1.6147,97.14842,79.62,34.34,2.15
2020-12-16,0.0,-3.3823,-5.0428,0.3375,96.79846,86.38,41.88,1.41
2020-12-17,0.08,0.1882,-4.2063,9.9812,96.8074,75.92,113.3,2.27
2020-12-18,0.06,6.0842,1.8598,11.6371,96.41986,59.05,98.76,6.03
2020-12-19,0.0,0.464,-5.722,6.9388,96.93806,70.99,113.9,1.57
2020-12-20,0.0,3.9514,-0.4548,11.4236,96.52668,58.13,108.48,2.76
2020-12-21,1.01,8.3929,4.3644,15.1348,96.53462,46.42,108.18,2.82
2020-12-22,0.66,11.1504,5.6945,18.8636,96.66057,38.15,102.28,4.34
2020-12-23,0.6,6.4576,-4.5746,15.0095,95.42866,58.16,52.25,7.61
2020-12-24,0.81,-5.2455,-8.5739,-1.5387,96.9765,59.55,98.84,2.78
2020-12-25,0.0,-4.1498,-11.8359,9.3693,97.02351,65.04,113.57,1.95
2020-12-26,0.0,6.8212,-1.5667,16.6458,96.30921,49.69,105.48,2.41
2020-12-27,0.0,5.9811,0.4286,11.959,95.78568,47.55,96.95,3.43
2020-12-28,0.0,-0.6431,-5.031,5.4344,97.57665,70.66,77.99,1.55
2020-12-29,20.01,-0.8201,-2.1484,0.2248,97.17474,77.86,6.33,2.51
2020-12-30,0.29,-0.4965,-2.9751,1.6971,96.87204,67.0629083094556,102.79,2.37
2020-12-31,0.0,-1.8742,-6.3107,3.5293,97.15335,72.7,105.88,1.57
